SONG_ID,SOURCE,ANNOTATOR1,ANNOTATOR2,FILE_LOCATION,SONG_DURATION,EMPTY,SONG_TITLE,ARTIST,FORMAT,ANNOTATION_TIME1,ANNOTATION_TIME2,TEXTFILE1,TEXTFILE2,CLASS,GENRE,SUBMISSION_DATE1,SUBMISSION_DATE2,SONG_WAS_PRIVATE_FLAG,SONG_WAS_DISCARDED_FLAG,XEQS1,XEQS2
688,Codaich,3,5,/srv/salami/data/Codaich/popular/Compilations/Bring,212,,Bring,Compilations,mp3,15,20,/srv/salami/data/Codaich/popular/Compilations/Bring/textfile1.txt,/srv/salami/data/Codaich/popular/Compilations/Bring/textfile2.txt,popular,Rock_-_Metal,2010-06-11,2010-07-02,0,FALSE,0,0
690,Codaich,2,5,/srv/salami/data/Codaich/popular/Compilations/Go_Go_Not_Cry_Cry,69,,Go_Go_Not_Cry_Cry,Compilations,mp3,15,15,/srv/salami/data/Codaich/popular/Compilations/Go_Go_Not_Cry_Cry/textfile1.txt,/srv/salami/data/Codaich/popular/Compilations/Go_Go_Not_Cry_Cry/textfile2.txt,popular,Rock_-_Metal,2010-06-30,2010-07-02,0,FALSE,0,0
692,Codaich,4,6,/srv/salami/data/Codaich/popular/Compilations/Crazy_Train,296,,Crazy_Train,Compilations,mp3,20,30,/srv/salami/data/Codaich/popular/Compilations/Crazy_Train/textfile1.txt,/srv/salami/data/Codaich/popular/Compilations/Crazy_Train/textfile2.txt,popular,Rock_-_Metal,2010-06-23,2010-06-10,0,FALSE,0,0
694,Codaich,2,7,/srv/salami/data/Codaich/popular/The_Rolling_Stones/Factory_Girl,167,,Factory_Girl,The_Rolling_Stones,mp3,25,30,/srv/salami/data/Codaich/popular/The_Rolling_Stones/Factory_Girl/textfile1.txt,/srv/salami/data/Codaich/popular/The_Rolling_Stones/Factory_Girl/textfile2.txt,popular,Rock_-_Roots_Rock,2010-06-30,2010-06-15,0,FALSE,0,0
696,Codaich,3,9,/srv/salami/data/Codaich/popular/R_E_M_/Imitation_Of_Life,238,,Imitation_Of_Life,R_E_M_,mp3,15,15,/srv/salami/data/Codaich/popular/R_E_M_/Imitation_Of_Life/textfile1.txt,/srv/salami/data/Codaich/popular/R_E_M_/Imitation_Of_Life/textfile2.txt,popular,Rock_-_Roots_Rock,2010-06-11,2010-08-31,0,FALSE,0,0
698,Codaich,3,6,/srv/salami/data/Codaich/popular/Compilations/Japanese_Single,216,,Japanese_Single,Compilations,mp3,10,25,/srv/salami/data/Codaich/popular/Compilations/Japanese_Single/textfile1.txt,/srv/salami/data/Codaich/popular/Compilations/Japanese_Single/textfile2.txt,popular,Rock_-_Roots_Rock,2010-06-12,2010-06-10,0,FALSE,0,0
700,Codaich,7,9,/srv/salami/data/Codaich/popular/The_Black_Crowes/Sometimes_Salvation,276,,Sometimes_Salvation,The_Black_Crowes,mp3,15,15,/srv/salami/data/Codaich/popular/The_Black_Crowes/Sometimes_Salvation/textfile1.txt,/srv/salami/data/Codaich/popular/The_Black_Crowes/Sometimes_Salvation/textfile2.txt,popular,Rock_-_Roots_Rock,2010-09-15,2010-08-31,0,FALSE,0,0
702,Codaich,5,8,/srv/salami/data/Codaich/popular/Cowboy_Junkies/My_Only_Guarantee,209,,My_Only_Guarantee,Cowboy_Junkies,mp3,25,10,/srv/salami/data/Codaich/popular/Cowboy_Junkies/My_Only_Guarantee/textfile1.txt,/srv/salami/data/Codaich/popular/Cowboy_Junkies/My_Only_Guarantee/textfile2.txt,popular,Rock_-_Roots_Rock,2010-07-02,2010-08-07,0,FALSE,0,0
704,Codaich,3,7,/srv/salami/data/Codaich/popular/Les_Cowboys_Fringants/Les_e_toiles_filantes,265,,Les_e_toiles_filantes,Les_Cowboys_Fringants,mp3,15,35,/srv/salami/data/Codaich/popular/Les_Cowboys_Fringants/Les_e_toiles_filantes/textfile1.txt,/srv/salami/data/Codaich/popular/Les_Cowboys_Fringants/Les_e_toiles_filantes/textfile2.txt,popular,Rock_-_Roots_Rock,2010-06-12,2010-06-15,0,FALSE,0,0
706,Codaich,6,7,/srv/salami/data/Codaich/popular/Santana/Victory_Is_Won,320,,Victory_Is_Won,Santana,mp3,15,20,/srv/salami/data/Codaich/popular/Santana/Victory_Is_Won/textfile1.txt,/srv/salami/data/Codaich/popular/Santana/Victory_Is_Won/textfile2.txt,popular,Rock_-_Roots_Rock,2010-10-22,2010-06-15,0,FALSE,0,0
708,Codaich,3,4,/srv/salami/data/Codaich/popular/Bonnie_Raitt/I_Can__t_Make_You_Love_Me,333,,I_Can__t_Make_You_Love_Me,Bonnie_Raitt,mp3,20,20,/srv/salami/data/Codaich/popular/Bonnie_Raitt/I_Can__t_Make_You_Love_Me/textfile1.txt,/srv/salami/data/Codaich/popular/Bonnie_Raitt/I_Can__t_Make_You_Love_Me/textfile2.txt,popular,Rock_-_Roots_Rock,2010-06-11,2010-09-15,0,FALSE,0,0
710,Codaich,16,14,/srv/salami/data/Codaich/popular/Compilations/Plank____Dog____I__ve_Been_Shot_,6,,Plank____Dog____I__ve_Been_Shot_,Compilations,mp3,1,,/srv/salami/data/Codaich/popular/Compilations/Plank____Dog____I__ve_Been_Shot_/textfile1.txt,,popular,Spoken,2011-03-09,,0,FALSE,0,0
712,Codaich,16,14,/srv/salami/data/Codaich/popular/Compilations/That__s_Where_The_Blues_Started,21,,That__s_Where_The_Blues_Started,Compilations,mp3,1,,/srv/salami/data/Codaich/popular/Compilations/That__s_Where_The_Blues_Started/textfile1.txt,,popular,Spoken,2011-03-09,,0,FALSE,0,0
714,Codaich,16,14,/srv/salami/data/Codaich/popular/Compilations/Holy_Miss_Moley,16,,Holy_Miss_Moley,Compilations,mp3,1,,/srv/salami/data/Codaich/popular/Compilations/Holy_Miss_Moley/textfile1.txt,,popular,Spoken,2011-03-09,,0,FALSE,0,0
716,Codaich,16,14,/srv/salami/data/Codaich/popular/Compilations/Saddle_Up_The_Mule,17,,Saddle_Up_The_Mule,Compilations,mp3,1,,/srv/salami/data/Codaich/popular/Compilations/Saddle_Up_The_Mule/textfile1.txt,,popular,Spoken,2011-03-09,,0,FALSE,0,0
718,Codaich,16,14,/srv/salami/data/Codaich/popular/Compilations/Ezekiel_25_17,52,,Ezekiel_25_17,Compilations,mp3,1,,/srv/salami/data/Codaich/popular/Compilations/Ezekiel_25_17/textfile1.txt,,popular,Spoken,2011-03-09,,0,FALSE,0,0
720,Codaich,16,14,/srv/salami/data/Codaich/popular/Compilations/Harry___Barry____Gary____Muppets_,18,,Harry___Barry____Gary____Muppets_,Compilations,mp3,1,,/srv/salami/data/Codaich/popular/Compilations/Harry___Barry____Gary____Muppets_/textfile1.txt,,popular,Spoken,2011-03-09,,0,FALSE,0,0
722,Codaich,16,14,/srv/salami/data/Codaich/popular/Compilations/You__re_My_Wicked_Life,74,,You__re_My_Wicked_Life,Compilations,mp3,2,,/srv/salami/data/Codaich/popular/Compilations/You__re_My_Wicked_Life/textfile1.txt,,popular,Spoken,2011-03-09,,0,FALSE,0,0
724,Codaich,16,14,/srv/salami/data/Codaich/popular/Compilations/Barry____Blaspheming_Barry_,5,,Barry____Blaspheming_Barry_,Compilations,mp3,2,,/srv/salami/data/Codaich/popular/Compilations/Barry____Blaspheming_Barry_/textfile1.txt,,popular,Spoken,2011-03-09,,0,FALSE,0,0
726,Codaich,4,6,/srv/salami/data/Codaich/world/Kronos_Quartet/White_Man_Sleeps__I,242,,White_Man_Sleeps__I,Kronos_Quartet,mp3,20,30,/srv/salami/data/Codaich/world/Kronos_Quartet/White_Man_Sleeps__I/textfile1.txt,/srv/salami/data/Codaich/world/Kronos_Quartet/White_Man_Sleeps__I/textfile2.txt,world,World_-_African,2010-10-13,2010-07-10,0,FALSE,0,0
728,Codaich,7,9,/srv/salami/data/Codaich/world/Issa_Bagayogo/Timbuktu,348,,Timbuktu,Issa_Bagayogo,mp3,20,20,/srv/salami/data/Codaich/world/Issa_Bagayogo/Timbuktu/textfile1.txt,/srv/salami/data/Codaich/world/Issa_Bagayogo/Timbuktu/textfile2.txt,world,World_-_African,2010-12-09,2010-08-31,0,FALSE,0,0
730,Codaich,5,8,/srv/salami/data/Codaich/world/Compilations/Anoku_Gonda,175,,Anoku_Gonda,Compilations,mp3,30,10,/srv/salami/data/Codaich/world/Compilations/Anoku_Gonda/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Anoku_Gonda/textfile2.txt,world,World_-_African,2010-06-25,2010-08-07,0,FALSE,0,0
732,Codaich,4,7,/srv/salami/data/Codaich/world/Babatunde_Olatunji/Oba_Igbo,293,,Oba_Igbo,Babatunde_Olatunji,mp3,15,25,/srv/salami/data/Codaich/world/Babatunde_Olatunji/Oba_Igbo/textfile1.txt,/srv/salami/data/Codaich/world/Babatunde_Olatunji/Oba_Igbo/textfile2.txt,world,World_-_African,2010-10-13,2010-07-11,0,FALSE,0,0
734,Codaich,6,7,/srv/salami/data/Codaich/world/Compilations/23,337,,23,Compilations,mp3,15,20,/srv/salami/data/Codaich/world/Compilations/23/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/23/textfile2.txt,world,World_-_African,2010-10-22,2010-07-11,0,FALSE,0,0
736,Codaich,9,4,/srv/salami/data/Codaich/world/Compilations/Al_Shammasha,64,,Al_Shammasha,Compilations,mp3,10,10,/srv/salami/data/Codaich/world/Compilations/Al_Shammasha/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Al_Shammasha/textfile2.txt,world,World_-_African,2010-12-30,2010-06-29,0,FALSE,0,0
738,Codaich,4,5,/srv/salami/data/Codaich/world/Compilations/K__adnikini__ya,82,,K__adnikini__ya,Compilations,mp3,15,20,/srv/salami/data/Codaich/world/Compilations/K__adnikini__ya/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/K__adnikini__ya/textfile2.txt,world,World_-_Americas,2010-07-05,2010-08-06,0,FALSE,0,0
740,Codaich,2,6,/srv/salami/data/Codaich/world/Compilations/Molimo_Song_of_Devotion_to_the_Fores,92,,Molimo_Song_of_Devotion_to_the_Fores,Compilations,mp3,15,15,/srv/salami/data/Codaich/world/Compilations/Molimo_Song_of_Devotion_to_the_Fores/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Molimo_Song_of_Devotion_to_the_Fores/textfile2.txt,world,World_-_Americas,2010-06-28,2010-06-25,0,FALSE,0,0
742,Codaich,2,8,/srv/salami/data/Codaich/world/Compilations/Manuelita,135,,Manuelita,Compilations,mp3,15,15,/srv/salami/data/Codaich/world/Compilations/Manuelita/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Manuelita/textfile2.txt,world,World_-_Americas,2010-08-23,2010-08-07,0,FALSE,0,0
744,Codaich,16,14,/srv/salami/data/Codaich/world/Compilations/Khallina_Nikhwat,160,,Khallina_Nikhwat,Compilations,mp3,10,,/srv/salami/data/Codaich/world/Compilations/Khallina_Nikhwat/textfile1.txt,,world,World_-_Arabic,2011-05-13,,0,FALSE,0,0
746,Codaich,16,14,/srv/salami/data/Codaich/world/Compilations/Arabian_Rhapsody___1__,587,,Arabian_Rhapsody___1__,Compilations,mp3,60,,/srv/salami/data/Codaich/world/Compilations/Arabian_Rhapsody___1__/textfile1.txt,,world,World_-_Arabic,2011-05-12,,0,FALSE,0,0
748,Codaich,4,6,/srv/salami/data/Codaich/world/Compilations/Alf_Leila,345,,Alf_Leila,Compilations,mp3,30,20,/srv/salami/data/Codaich/world/Compilations/Alf_Leila/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Alf_Leila/textfile2.txt,world,World_-_Arabic,2010-07-05,2010-07-11,0,FALSE,0,0
750,Codaich,2,7,/srv/salami/data/Codaich/world/Compilations/Afrah_Baladi,425,,Afrah_Baladi,Compilations,mp3,25,40,/srv/salami/data/Codaich/world/Compilations/Afrah_Baladi/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Afrah_Baladi/textfile2.txt,world,World_-_Arabic,2010-06-28,2010-06-25,0,FALSE,0,0
752,Codaich,16,14,/srv/salami/data/Codaich/world/Compilations/_Morabaat_Saiidi,301,,_Morabaat_Saiidi,Compilations,mp3,,,/srv/salami/data/Codaich/world/Compilations/_Morabaat_Saiidi/textfile1.txt,,world,World_-_Arabic,2010-11-01,,0,FALSE,0,0
754,Codaich,4,6,/srv/salami/data/Codaich/world/Compilations/Hicaz_Dolap,213,,Hicaz_Dolap,Compilations,mp3,15,25,/srv/salami/data/Codaich/world/Compilations/Hicaz_Dolap/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Hicaz_Dolap/textfile2.txt,world,World_-_Arabic,2010-10-13,2010-07-11,0,FALSE,0,0
756,Codaich,16,14,/srv/salami/data/Codaich/world/Compilations/Gangsaran___2__,51,,Gangsaran___2__,Compilations,mp3,5,,/srv/salami/data/Codaich/world/Compilations/Gangsaran___2__/textfile1.txt,,world,World_-_Asian,2011-05-12,,0,FALSE,0,0
758,Codaich,7,8,/srv/salami/data/Codaich/world/Compilations/The_Drunken_Fisherman,192,,The_Drunken_Fisherman,Compilations,mp3,20,30,/srv/salami/data/Codaich/world/Compilations/The_Drunken_Fisherman/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/The_Drunken_Fisherman/textfile2.txt,world,World_-_Asian,2010-12-29,2010-08-10,0,FALSE,0,0
760,Codaich,3,7,/srv/salami/data/Codaich/world/Compilations/Sekarinotan_Gamelan_Semar_Pegulingan,272,,Sekarinotan_Gamelan_Semar_Pegulingan,Compilations,mp3,35,45,/srv/salami/data/Codaich/world/Compilations/Sekarinotan_Gamelan_Semar_Pegulingan/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Sekarinotan_Gamelan_Semar_Pegulingan/textfile2.txt,world,World_-_Asian,2010-06-24,2010-06-25,0,FALSE,0,0
762,Codaich,6,7,/srv/salami/data/Codaich/world/Compilations/Koku_Reibo___A_Bell_Ringing_in_the_Em,373,,Koku_Reibo___A_Bell_Ringing_in_the_Em,Compilations,mp3,15,25,/srv/salami/data/Codaich/world/Compilations/Koku_Reibo___A_Bell_Ringing_in_the_Em/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Koku_Reibo___A_Bell_Ringing_in_the_Em/textfile2.txt,world,World_-_Asian,2010-12-16,2010-07-12,0,FALSE,0,0
764,Codaich,10,10,/srv/salami/data/Codaich/world/Compilations/Gangsaran___1__,40,,Gangsaran___1__,Compilations,mp3,3,4,,,world,World_-_Asian,2011-01-31,2010-07-05,0,TRUE,0,0
766,Codaich,4,5,/srv/salami/data/Codaich/world/Compilations/The_Prince_Who_Changed_into_a_Cat,136,,The_Prince_Who_Changed_into_a_Cat,Compilations,mp3,20,25,/srv/salami/data/Codaich/world/Compilations/The_Prince_Who_Changed_into_a_Cat/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/The_Prince_Who_Changed_into_a_Cat/textfile2.txt,world,World_-_Asian,2010-07-05,2010-08-13,0,FALSE,0,0
768,Codaich,2,6,/srv/salami/data/Codaich/world/Compilations/Taboehgan_Gamelan_Semar_Pegulingan,264,,Taboehgan_Gamelan_Semar_Pegulingan,Compilations,mp3,25,30,/srv/salami/data/Codaich/world/Compilations/Taboehgan_Gamelan_Semar_Pegulingan/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Taboehgan_Gamelan_Semar_Pegulingan/textfile2.txt,world,World_-_Asian,2010-08-23,2010-07-11,0,FALSE,0,0
770,Codaich,2,8,/srv/salami/data/Codaich/world/Compilations/Djelem___Djelem,245,,Djelem___Djelem,Compilations,mp3,30,30,/srv/salami/data/Codaich/world/Compilations/Djelem___Djelem/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Djelem___Djelem/textfile2.txt,world,World_-_Balkan,2010-06-28,2010-06-29,0,FALSE,0,0
772,Codaich,16,14,/srv/salami/data/Codaich/world/Boban_Markovic_Orkestar/Mladino_kolo,289,,Mladino_kolo,Boban_Markovic_Orkestar,mp3,15,,/srv/salami/data/Codaich/world/Boban_Markovic_Orkestar/Mladino_kolo/textfile1.txt,,world,World_-_Balkan,2011-05-13,,0,FALSE,0,0
774,Codaich,16,14,/srv/salami/data/Codaich/world/Compilations/Harmoniko_moja,226,,Harmoniko_moja,Compilations,mp3,20,,/srv/salami/data/Codaich/world/Compilations/Harmoniko_moja/textfile1.txt,,world,World_-_Balkan,2011-05-13,,0,FALSE,0,0
776,Codaich,4,6,/srv/salami/data/Codaich/world/Compilations/The_Real_Moustache___Vono_Box_Djs_Rem,193,,The_Real_Moustache___Vono_Box_Djs_Rem,Compilations,mp3,25,15,/srv/salami/data/Codaich/world/Compilations/The_Real_Moustache___Vono_Box_Djs_Rem/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/The_Real_Moustache___Vono_Box_Djs_Rem/textfile2.txt,world,World_-_Balkan,2010-07-05,2010-07-11,0,FALSE,0,0
778,Codaich,2,7,/srv/salami/data/Codaich/world/Compilations/Paznja_____Paznja____,231,,Paznja_____Paznja____,Compilations,mp3,25,25,/srv/salami/data/Codaich/world/Compilations/Paznja_____Paznja____/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Paznja_____Paznja____/textfile2.txt,world,World_-_Balkan,2010-08-23,2010-07-08,0,FALSE,0,0
780,Codaich,3,9,/srv/salami/data/Codaich/world/Compilations/Opa_Cupa,268,,Opa_Cupa,Compilations,mp3,20,17,/srv/salami/data/Codaich/world/Compilations/Opa_Cupa/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Opa_Cupa/textfile2.txt,world,World_-_Balkan,2010-06-24,2010-06-25,0,FALSE,0,0
782,Codaich,4,6,/srv/salami/data/Codaich/world/Compilations/Banana_Boat___Day_O__,186,,Banana_Boat___Day_O__,Compilations,mp3,10,10,/srv/salami/data/Codaich/world/Compilations/Banana_Boat___Day_O__/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Banana_Boat___Day_O__/textfile2.txt,world,World_-_Calypso,2010-10-13,2010-07-11,0,FALSE,0,0
784,Codaich,16,14,/srv/salami/data/Codaich/world/Compilations/Zombie_Jamboree,201,,Zombie_Jamboree,Compilations,mp3,,,/srv/salami/data/Codaich/world/Compilations/Zombie_Jamboree/textfile1.txt,,world,World_-_Calypso,2010-11-01,,0,FALSE,0,0
786,Codaich,16,14,/srv/salami/data/Codaich/world/Compilations/The_Pub_With_No_Beer,146,,The_Pub_With_No_Beer,Compilations,mp3,10,,/srv/salami/data/Codaich/world/Compilations/The_Pub_With_No_Beer/textfile1.txt,,world,World_-_Celtic,2011-05-13,,0,FALSE,0,0
788,Codaich,4,7,/srv/salami/data/Codaich/world/Compilations/Gillie_Calum___Sword_Dance__,175,,Gillie_Calum___Sword_Dance__,Compilations,mp3,15,25,/srv/salami/data/Codaich/world/Compilations/Gillie_Calum___Sword_Dance__/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Gillie_Calum___Sword_Dance__/textfile2.txt,world,World_-_Celtic,2010-10-13,2010-07-12,0,FALSE,0,0
790,Codaich,5,7,/srv/salami/data/Codaich/world/Ashley_MacIsaac/Rusty_D_con_STRUCK_tion,180,,Rusty_D_con_STRUCK_tion,Ashley_MacIsaac,mp3,30,30,/srv/salami/data/Codaich/world/Ashley_MacIsaac/Rusty_D_con_STRUCK_tion/textfile1.txt,/srv/salami/data/Codaich/world/Ashley_MacIsaac/Rusty_D_con_STRUCK_tion/textfile2.txt,world,World_-_Celtic,2010-06-25,2010-06-25,0,FALSE,0,0
792,Codaich,9,4,/srv/salami/data/Codaich/world/Compilations/Track_02,191,,Track_02,Compilations,mp3,15,20,/srv/salami/data/Codaich/world/Compilations/Track_02/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Track_02/textfile2.txt,world,World_-_Celtic,2010-12-30,2010-07-05,0,FALSE,0,0
794,Codaich,4,5,/srv/salami/data/Codaich/world/Compilations/An_Buachaill_Caol_Dubh,89,,An_Buachaill_Caol_Dubh,Compilations,mp3,10,15,/srv/salami/data/Codaich/world/Compilations/An_Buachaill_Caol_Dubh/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/An_Buachaill_Caol_Dubh/textfile2.txt,world,World_-_Celtic,2010-07-05,2010-08-06,0,FALSE,0,0
796,Codaich,7,6,/srv/salami/data/Codaich/world/Compilations/Lady_Louden___Sandy_Cameron___Bluebe,127,,Lady_Louden___Sandy_Cameron___Bluebe,Compilations,mp3,10,20,/srv/salami/data/Codaich/world/Compilations/Lady_Louden___Sandy_Cameron___Bluebe/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Lady_Louden___Sandy_Cameron___Bluebe/textfile2.txt,world,World_-_Celtic,2010-12-10,2010-07-11,0,FALSE,0,0
798,Codaich,2,8,/srv/salami/data/Codaich/world/Sine_ad_O__Connor/O_ro__Se__Do_Bheatha___Bhaile,200,,O_ro__Se__Do_Bheatha___Bhaile,Sine_ad_O__Connor,mp3,15,10,/srv/salami/data/Codaich/world/Sine_ad_O__Connor/O_ro__Se__Do_Bheatha___Bhaile/textfile1.txt,/srv/salami/data/Codaich/world/Sine_ad_O__Connor/O_ro__Se__Do_Bheatha___Bhaile/textfile2.txt,world,World_-_Celtic,2010-08-23,2010-08-08,0,FALSE,0,0
800,Codaich,3,5,/srv/salami/data/Codaich/world/Te_tes_Raides/La_chanson_du_trepasse,224,,La_chanson_du_trepasse,Te_tes_Raides,mp3,30,30,/srv/salami/data/Codaich/world/Te_tes_Raides/La_chanson_du_trepasse/textfile1.txt,/srv/salami/data/Codaich/world/Te_tes_Raides/La_chanson_du_trepasse/textfile2.txt,world,World_-_Chanson,2010-06-24,2010-06-25,0,FALSE,0,0
802,Codaich,2,5,/srv/salami/data/Codaich/world/Paris_Combo/On_N__a_Pas_Besoin,249,,On_N__a_Pas_Besoin,Paris_Combo,mp3,30,30,/srv/salami/data/Codaich/world/Paris_Combo/On_N__a_Pas_Besoin/textfile1.txt,/srv/salami/data/Codaich/world/Paris_Combo/On_N__a_Pas_Besoin/textfile2.txt,world,World_-_Chanson,2010-08-23,2010-08-10,0,FALSE,0,0
804,Codaich,10,10,/srv/salami/data/Codaich/world/Edith_Piaf/Le_Chemin_Des_Forains___L__enfance_d__,77,,Le_Chemin_Des_Forains___L__enfance_d__,Edith_Piaf,mp3,4,6,,,world,World_-_Chanson,2010-07-05,2011-01-31,0,TRUE,0,0
806,Codaich,2,7,/srv/salami/data/Codaich/world/Georges_Brassens/Quatre_vingt_quinze_pour_cent,276,,Quatre_vingt_quinze_pour_cent,Georges_Brassens,mp3,20,18,/srv/salami/data/Codaich/world/Georges_Brassens/Quatre_vingt_quinze_pour_cent/textfile1.txt,/srv/salami/data/Codaich/world/Georges_Brassens/Quatre_vingt_quinze_pour_cent/textfile2.txt,world,World_-_Chanson,2010-08-23,2010-07-07,0,FALSE,0,0
808,Codaich,16,14,/srv/salami/data/Codaich/world/Te_tes_Raides/Viens___,170,,Viens___,Te_tes_Raides,mp3,,,/srv/salami/data/Codaich/world/Te_tes_Raides/Viens___/textfile1.txt,,world,World_-_Chanson,2010-11-01,,0,FALSE,0,0
810,Codaich,3,6,/srv/salami/data/Codaich/world/Georges_Brassens/Rien_a__jeter,238,,Rien_a__jeter,Georges_Brassens,mp3,15,20,/srv/salami/data/Codaich/world/Georges_Brassens/Rien_a__jeter/textfile1.txt,/srv/salami/data/Codaich/world/Georges_Brassens/Rien_a__jeter/textfile2.txt,world,World_-_Chanson,2010-06-24,2010-06-25,0,FALSE,0,0
812,Codaich,16,14,/srv/salami/data/Codaich/world/Compilations/El_Son_de_Cuba_Track_9,268,,El_Son_de_Cuba_Track_9,Compilations,mp3,,,/srv/salami/data/Codaich/world/Compilations/El_Son_de_Cuba_Track_9/textfile1.txt,,world,World_-_Cuban,2010-11-01,,0,FALSE,0,0
814,Codaich,5,8,/srv/salami/data/Codaich/world/Ruben_Gonzalez/Cumbanchero,275,,Cumbanchero,Ruben_Gonzalez,mp3,25,15,/srv/salami/data/Codaich/world/Ruben_Gonzalez/Cumbanchero/textfile1.txt,/srv/salami/data/Codaich/world/Ruben_Gonzalez/Cumbanchero/textfile2.txt,world,World_-_Cuban,2010-08-11,2010-08-08,0,FALSE,0,0
816,Codaich,4,7,/srv/salami/data/Codaich/world/Compilations/A_Toda_Cuba_le_Gusta,145,,A_Toda_Cuba_le_Gusta,Compilations,mp3,15,20,/srv/salami/data/Codaich/world/Compilations/A_Toda_Cuba_le_Gusta/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/A_Toda_Cuba_le_Gusta/textfile2.txt,world,World_-_Cuban,2010-10-13,2010-07-07,0,FALSE,0,0
818,Codaich,6,7,/srv/salami/data/Codaich/world/Compay_Segundo/Cuba_Y_Espan_a___Cuba_And_Spain__,397,,Cuba_Y_Espan_a___Cuba_And_Spain__,Compay_Segundo,mp3,25,35,/srv/salami/data/Codaich/world/Compay_Segundo/Cuba_Y_Espan_a___Cuba_And_Spain__/textfile1.txt,/srv/salami/data/Codaich/world/Compay_Segundo/Cuba_Y_Espan_a___Cuba_And_Spain__/textfile2.txt,world,World_-_Cuban,2010-12-16,2010-07-12,0,FALSE,0,0
820,Codaich,3,4,/srv/salami/data/Codaich/world/Septeto_Haban_ero/Un_Diciembre_Feliz,204,,Un_Diciembre_Feliz,Septeto_Haban_ero,mp3,20,20,/srv/salami/data/Codaich/world/Septeto_Haban_ero/Un_Diciembre_Feliz/textfile1.txt,/srv/salami/data/Codaich/world/Septeto_Haban_ero/Un_Diciembre_Feliz/textfile2.txt,world,World_-_Cuban,2010-06-24,2010-07-06,0,FALSE,0,0
822,Codaich,4,5,/srv/salami/data/Codaich/world/Compilations/La_Ultima_Noche,234,,La_Ultima_Noche,Compilations,mp3,20,25,/srv/salami/data/Codaich/world/Compilations/La_Ultima_Noche/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/La_Ultima_Noche/textfile2.txt,world,World_-_Cuban,2010-07-06,2010-08-19,0,FALSE,0,0
824,Codaich,2,6,/srv/salami/data/Codaich/world/Compilations/Mayeya___No_Juegues_con_los_,176,,Mayeya___No_Juegues_con_los_,Compilations,mp3,15,15,/srv/salami/data/Codaich/world/Compilations/Mayeya___No_Juegues_con_los_/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Mayeya___No_Juegues_con_los_/textfile2.txt,world,World_-_Cuban,2010-08-23,2010-08-06,0,FALSE,0,0
826,Codaich,2,8,/srv/salami/data/Codaich/world/Yann_Tiersen/La_dispute,255,,La_dispute,Yann_Tiersen,mp3,15,15,/srv/salami/data/Codaich/world/Yann_Tiersen/La_dispute/textfile1.txt,/srv/salami/data/Codaich/world/Yann_Tiersen/La_dispute/textfile2.txt,world,World_-_European,2010-08-23,2010-08-08,0,FALSE,0,0
828,Codaich,4,5,/srv/salami/data/Codaich/world/Paolo_Conte/Gong_oh,197,,Gong_oh,Paolo_Conte,mp3,15,25,/srv/salami/data/Codaich/world/Paolo_Conte/Gong_oh/textfile1.txt,/srv/salami/data/Codaich/world/Paolo_Conte/Gong_oh/textfile2.txt,world,World_-_European,2010-10-13,2010-08-11,0,FALSE,0,0
830,Codaich,2,5,/srv/salami/data/Codaich/world/Compilations/Plamina___Stara_Planina,321,,Plamina___Stara_Planina,Compilations,mp3,30,30,/srv/salami/data/Codaich/world/Compilations/Plamina___Stara_Planina/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Plamina___Stara_Planina/textfile2.txt,world,World_-_European,2010-06-28,2010-06-26,0,FALSE,0,0
832,Codaich,4,6,/srv/salami/data/Codaich/world/Compilations/Ei_Mori_Roujke,112,,Ei_Mori_Roujke,Compilations,mp3,15,10,/srv/salami/data/Codaich/world/Compilations/Ei_Mori_Roujke/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Ei_Mori_Roujke/textfile2.txt,world,World_-_European,2010-07-06,2010-08-06,0,FALSE,0,0
