salami_id,Album,Album Artist,Artist,Artwork Count,BPM,Bit Rate,Comments,Compilation,Composer,Date Added,Date Modified,Disc Count,Disc Number,File Folder Count,Genre,Grouping,Kind,Library Folder Count,Location,Name,Persistent ID,Play Count,Play Date,Play Date UTC,Sample Rate,Size,Sort Album,Sort Album Artist,Sort Artist,Sort Name,Total Time,Track Count,Track ID,Track Number,Track Type,Volume Adjustment,Year
432,Supreme: Live At The Left Bank Jazz Society,,Coleman Hawkins,,,160,From CD,,,2010-04-24 22:03:20,2006-09-30 23:31:10,,,5,Jazz - Bebop,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Coleman%20Hawkins/Supreme_%20Live%20At%20The%20Left%20Bank%20Jazz%20Soci/Lover%20Come%20Back%20To%20Me.mp3,Lover Come Back To Me,5696ACC327B55376,,,,44100,20570523,,,,,1028414,6,201982,1,File,,1966
434,New Sounds,,Art Blakey,,,192,From CD,True,,2010-04-24 22:03:45,2006-09-30 23:30:56,,,5,Jazz - Bebop,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Compilations/New%20Sounds/Groove%20Street.mp3,Groove Street,E0DBEBE093985BDB,,,,44100,4383881,,,,,182569,14,203500,13,File,,1947
436,'Round About Midnight At The Cafe Bohemia: Vol. II,,Kenny Dorham,,,128,From UoM,,,2010-04-24 22:04:59,2006-09-30 23:35:40,,,5,Jazz - Bebop,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Kenny%20Dorham/'Round%20About%20Midnight%20At%20The%20Cafe%20Bohemi/K.D.'s%20Blues.mp3,K.D.'s Blues,D5571DF56EA11B2C,,,,44100,9427072,,,,,589139,8,209870,4,File,,
438,The Blue Note Years - Volume 1 - Boogie Blues & Bop,,Clifford Brown,,,160,From CD,True,,2010-04-24 22:03:48,2006-09-30 23:31:08,14,2,5,Jazz - Bebop,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Compilations/The%20Blue%20Note%20Years%20-%20Volume%201%20-%20Boogie/Living%20Easy.mp3,Living Easy,9266FE03E825AF56,,,,44100,4504181,Blue Note Years - Volume 1 - Boogie Blues & Bop,,,,225097,18,203740,13,File,,1953
440,For Musicians Only,,"Dizzy Gillespie, Stan Getz & Sonny Stitt",,,192,From CD,,"Denzil Best, Dizzy Gillespie",2010-04-24 22:04:05,2006-09-30 23:31:40,,,5,Jazz - Bebop,,MPEG audio file,2,"file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Dizzy%20Gillespie,%20Stan%20Getz%20&%20Sonny%20Stitt/For%20Musicians%20Only/Wee%20(Allen's%20Alley).mp3",Wee (Allen's Alley),C7D067247A3C9B3F,,,,44100,12227570,,,,,509387,5,205183,3,File,,1956
442,Stan Getz & Bill Evans,,Stan Getz & Bill Evans,,,192,From CD,,Cole Porter,2010-04-24 22:05:33,2006-10-03 21:13:28,,,5,Jazz - Cool Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Stan%20Getz%20&%20Bill%20Evans/Stan%20Getz%20&%20Bill%20Evans/Night%20and%20Day%202.mp3,Night and Day,B42F0F28541CA987,,,,44100,9475900,,,,,394736,11,213203,11,File,,1964
444,Stan Getz and J.J. Johnson At The Opera House,,Stan Getz & J. J. Johnson,,,192,From CD,,"Richard Rogers, Lorenz Hart",2010-04-24 22:05:34,2006-09-30 23:31:14,,,5,Jazz - Cool Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Stan%20Getz%20&%20J.%20J.%20Johnson/Stan%20Getz%20and%20J.J.%20Johnson%20At%20The%20Opera/My%20Funny%20Valentine.mp3,My Funny Valentine,08899968EA2EE545,,,,44100,11781209,,,,,490788,10,213257,2,File,,1957
446,The Billie Holiday Songbook,,Billie Holiday,,,160,From CD,,"Jimmy Davis, Jimmy Sherman, Roger ""Ram"" Ramirez",2010-04-24 22:02:56,2006-09-30 23:31:10,,,5,Jazz - Cool Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Billie%20Holiday/The%20Billie%20Holiday%20Songbook/Lover%20Man.mp3,Lover Man,5B9B6DB9DE627A8C,,,,44100,3593570,Billie Holiday Songbook,,,,179565,14,199948,7,File,,1952
448,The Genius Of Coleman Hawkins,,Coleman Hawkins,,,192,From CD,,"Matt ""Matty"" Malneck-Frank Signorelli-Gus Kahn",2010-04-24 22:03:21,2006-09-30 23:31:00,,,5,Jazz - Cool Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Coleman%20Hawkins/The%20Genius%20Of%20Coleman%20Hawkins/I'll%20Never%20Be%20The%20Same.mp3,I'll Never Be The Same,F434828C464B3E3E,,,,44100,5113076,Genius Of Coleman Hawkins,,,,212950,21,202006,1,File,,1957
450,The Complete Birth Of The Cool,,Miles Davis,,,192,From CD,,Cleo Henry,2010-04-24 22:05:14,2006-09-30 23:30:42,,,5,Jazz - Cool Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Miles%20Davis/The%20Complete%20Birth%20Of%20The%20Cool/Boplicity.mp3,Boplicity,529DE71ADAA4EC86,,,,44100,4369475,Complete Birth Of The Cool,,,,181968,25,211664,8,File,,1998
452,A Night Out With Verve - Disc 4 - Romancing,,Clifford Brown,,,127,From W,True,,2010-04-24 22:03:24,2006-10-03 21:12:06,,,5,Jazz - Cool Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Compilations/A%20Night%20Out%20With%20Verve%20-%20Disc%204%20-%20Romanc/Memories%20Of%20You.mp3,Memories of You,94399256F145DEEA,,,,44100,3387677,Night Out With Verve - Disc 4 - Romancing,,,,211617,19,202291,19,File,,1996
454,Hot Piano,,James P. Johnson,,,160,From CD,,,2010-04-24 22:04:45,2006-09-30 23:31:16,,,5,Jazz - Dixieland,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/James%20P.%20Johnson/Hot%20Piano/Old%20Fashioned%20Love.mp3,Old Fashioned Love,09D1E5CFD504A3ED,,,,44100,3721486,,,,,185965,24,209273,19,File,,
456,Say It Loud,,Scott Joplin,,,160,From UoM,True,,2010-04-23 22:57:02,2006-09-30 22:53:46,,,5,Jazz - Dixieland,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/Say%20It%20Loud/Maple%20Rag%20Leaf.mp3,Maple Rag Leaf,E3D7E7D6250B10DC,,,,44100,4428870,,,,,221335,38,27517,24,File,,
458,The Blue Box: Blue Note's Best,,Sidney Bechet,,,192,From CD,True,"George Gershwin, Ira Gershwin, Dubose Heyward",2010-04-24 22:03:48,2006-09-30 23:31:30,4,1,5,Jazz - Dixieland,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Compilations/The%20Blue%20Box_%20Blue%20Note's%20Best/Summertime.mp3,Summertime,8CA320D3143E2E32,,,,44100,6103003,Blue Box: Blue Note's Best,,,,254197,9,203689,4,File,,1997
460,A Portrait of New Orleans Jazz,,Jimmie Noone and his New Orleans Band,,,192,From W,True,,2010-04-24 22:03:25,2006-09-30 23:37:08,2,2,5,Jazz - Dixieland,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Compilations/A%20Portrait%20of%20New%20Orleans%20Jazz/Way%20Down%20Yonder%20in%20New%20Orleans.mp3,Way Down Yonder in New Orleans,360CD042A5ACEA04,,,,44100,4278756,Portrait of New Orleans Jazz,,,,178259,24,202429,13,File,,
462,A Portrait of New Orleans Jazz,,Jelly Roll Morton,,,192,From W,True,,2010-04-24 22:03:25,2006-09-30 23:37:00,2,1,5,Jazz - Dixieland,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Compilations/A%20Portrait%20of%20New%20Orleans%20Jazz/The%20Pearls.mp3,The Pearls,15244AD3785C76EE,,,,44100,4960844,Portrait of New Orleans Jazz,,,Pearls,206680,24,202411,19,File,,1997
464,A Portrait of New Orleans Jazz,,Willie Jackson,,,192,From W,True,,2010-04-24 22:03:24,2006-09-30 23:36:58,2,1,5,Jazz - Dixieland,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Compilations/A%20Portrait%20of%20New%20Orleans%20Jazz/She%20Keeps%20It%20Up%20All%20The%20Time.mp3,She Keeps It Up All The Time,FFD99249A5228533,,,,44100,4258061,Portrait of New Orleans Jazz,,,,177397,24,202396,13,File,,1997
466,25 Great Jazz Trumpeters 1923-1945,,Bob Crosby's Bob Cats,,,160,From CD,True,Yank Lawson,2010-04-24 22:03:21,2006-10-03 23:48:36,,,5,Jazz - Dixieland,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Compilations/25%20Great%20Jazz%20Trumpeters%201923-1945/Five%20Point%20Blues.mp3,Five Point Blues,6F33E5A65D9CF36A,,,,44100,3704838,,,,,185129,25,202105,12,File,,
468,Soultrane,,John Coltrane,,,192,From CD,,Count Basie/Tadd Dameron,2010-04-24 22:04:57,2006-09-30 23:30:56,,,5,Jazz - Hard Bop,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/John%20Coltrane/Soultrane/Good%20Bait.mp3,Good Bait,879132A7E3F5D24F,,,,44100,17498194,,,,,728999,5,209702,1,File,,1958
470,Jean Luc Ponty & Stephane Grappelli,,Jean Luc Ponty & Stephane Grappelli,,,160,From CD,,"Django Reinhardt, Stephane Grappelli",2010-04-24 22:04:46,2006-09-30 23:31:30,,,5,Jazz - Hard Bop,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Jean%20Luc%20Ponty%20&%20Stephane%20Grappelli/Jean%20Luc%20Ponty%20&%20Stephane%20Grappelli/Swing%20Guitars.mp3,Swing Guitars,D367F99AA11A36D8,,,,44100,4818705,,,,,240822,11,209330,10,File,,
472,Ritual,,Art Blakey,,,192,From CD,,,2010-04-24 22:02:32,2006-09-30 23:31:22,,,5,Jazz - Hard Bop,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Art%20Blakey/Ritual/Sam's%20Tune.mp3,Sam's Tune,D74ABFF0C8C58371,,,,44100,8458327,,,,,352339,9,198958,5,File,,1988
474,The Best Blue Note Album In The World... Ever!,,Dexter Gordon,,,160,From CD,True,Dexter Gordon,2010-04-24 22:03:47,2006-09-30 23:31:28,2,2,5,Jazz - Hard Bop,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Compilations/The%20Best%20Blue%20Note%20Album%20In%20The%20World.._/Soy%20Califa.mp3,Soy Califa,330746ABD2E688EE,,,,44100,7735549,Best Blue Note Album In The World... Ever!,,,,386664,10,203638,5,File,,1999
476,The Complete Concert 1964: My Funny Valentine + Four & More,,Miles Davis,,,160,From CD,,Victor Feldman,2010-04-24 22:05:14,2006-09-30 23:31:04,2,2,5,Jazz - Hard Bop,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Miles%20Davis/The%20Complete%20Concert%201964_%20My%20Funny%20Vale/Joshua.mp3,Joshua,52636DB11D8A4608,,,,44100,11422992,Complete Concert 1964: My Funny Valentine + Four & More,,,,571036,8,211757,3,File,,1964
478,My Point Of View,,Herbie Hancock,,,192,From CD,,Herbie Hancock,2010-04-24 22:04:40,2006-09-30 23:30:36,,,5,Jazz - Hard Bop,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Herbie%20Hancock/My%20Point%20Of%20View/A%20Tribute%20To%20Someone.mp3,A Tribute To Someone,94A65963CDDC6D96,,,,44100,12603710,,,,Tribute To Someone,525061,6,208679,2,File,,1963
480,Live At The Village Vanguard,,Chucho Valdés,,,192,From CD,,Lorenz Hart/Richard Rodgers,2010-04-24 22:03:19,2006-09-30 23:31:14,,,5,Jazz - Latin Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Chucho%20Valde%CC%81s/Live%20At%20The%20Village%20Vanguard/My%20Funny%20Valentine.mp3,My Funny Valentine,4C1589CDC2D8DB39,,,,44100,8109817,,,,,337815,9,201856,4,File,,1999
482,The Prosthetic Cubans,,Marc Ribot & Los Cubanos Postizos,,,128,From UoM,,,2010-04-24 22:05:07,2006-09-30 23:35:44,,,5,Jazz - Latin Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Marc%20Ribot%20&%20Los%20Cubanos%20Postizos/The%20Prosthetic%20Cubans/Los%20Teenagers%20Bailan%20Changui.mp3,Los Teenagers Bailan Changui,F1EA78A68FF11405,,,,44100,4632704,Prosthetic Cubans,,,,289462,10,210830,6,File,,1998
484,A Night Out With Verve - Disc 2 - Dining,,Antônio Carlos Jobim,,,203,From W,True,,2010-04-24 22:03:23,2006-10-03 23:15:20,,,5,Jazz - Latin Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Compilations/A%20Night%20Out%20With%20Verve%20-%20Disc%202%20-%20Dining/A%CC%81gua%20De%20Beber.mp3,Água De Beber,13A91A4030C5F820,,,,44100,3593751,Night Out With Verve - Disc 2 - Dining,,,,141113,15,202204,14,File,,1996
486,Jazz Samba,,Stan Getz & Charlie Byrd,,,192,From CD,,Byrd,2010-04-24 22:05:34,2006-09-30 23:31:22,,,5,Jazz - Latin Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Stan%20Getz%20&%20Charlie%20Byrd/Jazz%20Samba/Samba%20Dees%20Days.mp3,Samba Dees Days,04F6829A18402504,,,,44100,5208320,,,,,216920,7,213227,2,File,,1963
488,Latin American Suite,,Duke Ellington,,,192,From CD,,Duke Ellington,2010-04-24 22:04:15,2006-09-30 23:31:36,,,5,Jazz - Latin Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Duke%20Ellington/Latin%20American%20Suite/The%20Sleeping%20Lady%20And%20The%20Giant%20Who.mp3,The Sleeping Lady And The Giant Who Watches Over Her,820BC910B94BC213,,,,44100,10744843,,,,Sleeping Lady And The Giant Who Watches Over Her,447608,7,206230,5,File,,1968
490,Calle 54,,Eliane Elías,,,192,From CD,True,,2010-04-24 22:03:31,2006-10-03 20:48:32,2,1,5,Jazz - Latin Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Compilations/Calle%2054/Samba%20Triste.mp3,Samba Triste,08D2943AEFDA29EC,,,,44100,7514808,,,,,313025,8,203080,2,File,,2000
492,Getz Au Go Go,,Stan Getz & Astrud Gilberto,,,192,From CD,,Antonio Carlos Jobim & Vinicius De Moraes,2010-04-24 22:05:32,2006-09-30 23:30:52,,,5,Jazz - Latin Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Stan%20Getz%20&%20Astrud%20Gilberto/Getz%20Au%20Go%20Go/Eu%20E%20Voce.mp3,Eu E Voce,08170ABC5A03D89D,,,,44100,3664826,,,,,152607,10,213155,3,File,,1964
494,Soul Serenade,The Derek Trucks Band,The Derek Trucks Band,1,,320,From W,,Mongo Santamaria,2010-04-23 23:10:47,2008-04-21 22:16:38,,,5,Jazz - Post-Bop,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/The%20Derek%20Trucks%20Band/Soul%20Serenade/Afro%20Blue.mp3,Afro Blue,052479140B364223,,,,44100,13746116,,Derek Trucks Band,Derek Trucks Band,,342125,7,59134,4,File,,2003
496,Charlie Hunter,,Charlie Hunter,,,192,From CD,,Charlie Hunter,2010-04-24 22:03:16,2006-09-30 23:30:36,,,5,Jazz - Post-Bop,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Charlie%20Hunter/Charlie%20Hunter/Al%20Green.mp3,Al Green,3A64B54A5BA1F60D,,,,44100,8155547,,,,,339722,9,201433,3,File,,2000
498,Just Friends,,Oliver Jones & Clark Terry,,,192,From CD,,,2010-04-24 22:05:17,2006-09-30 23:31:02,,,5,Jazz - Post-Bop,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Oliver%20Jones%20&%20Clark%20Terry/Just%20Friends/In%20My%20Solitude.mp3,In My Solitude,A133115CAA6DE001,,,,44100,6949305,,,,,289462,10,212057,3,File,,
500,C Compilation,,Harold Faustin,,,128,From tape,True,,2010-04-23 22:55:56,2006-09-30 22:30:16,,,5,Jazz - Post-Bop,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/C%20Compilation/Senga.mp3,Senga,7386F0FF644A381B,,,,44100,9050237,,,,,565629,,25732,,File,,
502,Just Friends,,Oliver Jones & Clark Terry,,,192,From CD,,,2010-04-24 22:05:17,2006-09-30 23:31:06,,,5,Jazz - Post-Bop,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Oliver%20Jones%20&%20Clark%20Terry/Just%20Friends/Last%20Night%20In%20Rio.mp3,Last Night In Rio,B8E71EE54DF77100,,,,44100,8494712,,,,,353854,10,212066,4,File,,
504,The Soothsayer,,Wayne Shorter,,,192,From CD,,Wayne Shorter,2010-04-24 22:05:47,2006-09-30 23:31:32,,,5,Jazz - Post-Bop,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Wayne%20Shorter/The%20Soothsayer/The%20Big%20Push.mp3,The Big Push,26D793C6A02B9099,,,,44100,12099621,Soothsayer,,,Big Push,504058,7,214016,4,File,,1965
506,Down Home Style,,Jack McDuff,,,192,From CD,,,2010-04-24 22:04:44,2006-09-30 23:30:56,,,5,Jazz - Soul Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Jack%20McDuff/Down%20Home%20Style/Groovin'.mp3,Groovin',32CA84974D1FDCCB,,,,44100,7637063,,,,,318119,8,209123,7,File,,1969
508,Steady Groovin',,Soulive,,,192,From CD,,,2010-04-24 22:05:26,2007-07-09 19:29:04,,,5,Jazz - Soul Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Soulive/Steady%20Groovin'/First%20Street.mp3,First Street,72549E444C671CB1,,,,44100,9637012,,,,,401449,11,212834,9,File,,2005
510,The Grant Green Collection,,Grant Green,,,192,From CD,,,2010-04-24 22:04:38,2006-09-30 23:31:26,,,5,Jazz - Soul Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Grant%20Green/The%20Grant%20Green%20Collection/Somewhere%20In%20The%20Night.mp3,Somewhere In The Night,B9779D7821741DA4,,,,44100,11619362,Grant Green Collection,,,,484048,6,208388,5,File,,
512,Song For My Father,,Horace Silver,,,192,From CD,,Horace Silver,2010-04-24 22:04:43,2006-09-30 23:31:24,,,5,Jazz - Soul Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Horace%20Silver/Song%20For%20My%20Father/Sighin'%20And%20Cryin'.mp3,Sighin' And Cryin',BDC6A14EB259511D,,,,44100,7818267,,,,,325668,10,209012,9,File,,1999
514,The Big Beat,,Art Blakey,,,192,From CD,,Bill Hardman,2010-04-24 22:02:33,2006-09-30 23:31:20,,,5,Jazz - Soul Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Art%20Blakey/The%20Big%20Beat/Politely.mp3,Politely,4EDBD180C81648DF,,,,44100,8749263,Big Beat,,,,364460,7,198994,3,File,,1960
516,Compact Jazz,,George Benson,,,192,From CD,,George Benson,2010-04-24 22:04:35,2006-09-30 23:31:10,,,5,Jazz - Soul Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/George%20Benson/Compact%20Jazz/Low%20Down%20&%20Dirty.mp3,Low Down & Dirty,CA699B8A81243B39,,,,44100,12445067,,,,,518452,10,207962,4,File,,1968
518,Joe Cool's Blues,,Wynton Marsalis,,,192,From CD,,Vince Guaraldi,2010-04-24 22:05:51,2006-09-30 23:31:08,,,5,Jazz - Soul Jazz,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Wynton%20Marsalis/Joe%20Cool's%20Blues/Little%20Birdie.mp3,Little Birdie,D8B3E7A54A29390F,,,,44100,6339316,,,,,264045,13,214289,11,File,,1994
520,The Blue Note Years - Volume 1 - Boogie Blues & Bop,,"Meade ""Lux"" Lewis",,,160,From CD,True,"Meade ""Lux"" Lewis 1905-1964",2010-04-24 22:03:48,2006-09-30 23:30:46,14,1,5,Jazz - Swing,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Compilations/The%20Blue%20Note%20Years%20-%20Volume%201%20-%20Boogie/Chicago%20Flyer.mp3,Chicago Flyer,7DE78D3974FDB90F,,,,44100,4819779,Blue Note Years - Volume 1 - Boogie Blues & Bop,,,,240875,18,203725,2,File,,1944
522,The Complete Pablo Solo Masterpieces,,Art Tatum,,,160,From CD,,Gershwin,2010-04-24 22:02:38,2006-09-30 23:30:52,7,2,5,Jazz - Swing,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Art%20Tatum/The%20Complete%20Pablo%20Solo%20Masterpieces/Embraceable%20You.mp3,Embraceable You,764FE630DF64F9A5,,,,44100,5406969,Complete Pablo Solo Masterpieces,,,,270236,17,199228,1,File,,
524,The Complete Decca Recordings,,Billie Holiday,,192,160,From CD,,Arthur Herzog (Jr.)-Billie Holiday,2010-04-24 22:02:56,2006-09-30 23:30:56,2,2,5,Jazz - Swing,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Billie%20Holiday/The%20Complete%20Decca%20Recordings/God%20Bless%20The%20Child.mp3,God Bless The Child,8741B200E5B62E0F,,,,44100,3817198,Complete Decca Recordings,,,,190746,24,200002,23,File,,1950
526,Jeep's Blues-His Greatest Recordings (1928-41),,Johnny Hodges,,,160,From CD,,,2010-04-24 22:04:58,2006-09-30 23:30:58,,,5,Jazz - Swing,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Johnny%20Hodges/Jeep's%20Blues-His%20Greatest%20Recordings%20(19/Honeysuckle%20Rose.mp3,Honeysuckle Rose,7E872D7F5C654BE1,,,,44100,3651510,,,,,182465,24,209798,10,File,,
528,Count Basie & Sarah Vaughan,,Count Basie & Sarah Vaughan,,,192,From CD,,"Sigler, Hoffman, Wayne",2010-04-24 22:04:00,2006-09-30 23:31:08,,,5,Jazz - Swing,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Count%20Basie%20&%20Sarah%20Vaughan/Count%20Basie%20&%20Sarah%20Vaughan/Little%20Man%20(You've%20Had%20A%20Busy%20Day).mp3,Little Man (You've Had A Busy Day),49FD2C4A8B2756CC,,,,44100,7045937,,,,,293485,14,204688,11,File,,1961
530,1955-1966 Columbia Jazz,,Louis Armstrong,,,160,From CD,,,2010-04-24 22:05:01,2006-09-30 23:31:40,,,5,Jazz - Swing,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Jazz/Louis%20Armstrong/1955-1966%20Columbia%20Jazz/West%20End%20Blues.mp3,West End Blues,B4DC712F1E388EF6,,,,44100,5153561,,,,,257567,15,210233,13,File,,1955
532,To The Teeth,,Ani DiFranco,,,192,From CD,,Ani DiFranco,2010-04-23 22:51:48,2006-09-30 22:17:40,,,5,Modern Folk - Alternative Folk,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Ani%20DiFranco/To%20The%20Teeth/Providence.mp3,Providence,DFFD61562D780173,,,,44100,10519120,,,,,438204,13,18373,12,File,,1999
534,Juno,,The Velvet Underground,,,192,From W,True,,2010-04-23 22:56:29,2008-01-29 00:18:16,,,5,Modern Folk - Alternative Folk,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/Juno/I'm%20Sticking%20With%20You.mp3,I'm Sticking With You,4528EBA8583C8FC8,,,,44100,3579663,,,Velvet Underground,,149054,19,26713,16,File,,
536,The Past Didn't Go Anywhere,,Utah Philips & Ani DiFranco,,,192,From CD,,Utah Phillips & Ani DiFranco,2010-04-23 23:15:12,2006-09-30 22:59:02,,,5,Modern Folk - Alternative Folk,,MPEG audio file,2,"file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Utah%20Philips%20&%20Ani%20DiFranco/The%20Past%20Didn't%20Go%20Anywhere/Nevada%20City,%20California.mp3","Nevada City, California",5903D765F7CB7E94,,,,44100,9643331,Past Didn't Go Anywhere,,,,401711,12,65686,2,File,,1996
538,Juno,,Kimya Dawson,,,192,From W,True,,2010-04-23 22:56:29,2008-01-29 00:18:16,,,5,Modern Folk - Alternative Folk,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/Juno/Sleep.mp3,Sleep,B7E4B13909B34502,,,,44100,1268741,,,,,52767,19,26728,10,File,,
540,Strange Angels,,Kristin Hersh,,,192,From CD,,,2010-04-23 23:01:45,2006-09-30 22:37:24,,,5,Modern Folk - Alternative Folk,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Kristin%20Hersh/Strange%20Angels/Cartoons.mp3,Cartoons,F14A9F0ED979E39B,,,,44100,1958252,,,,,81502,15,40516,15,File,,1998
542,SXSW 2007 Showcasing Artists,,The Last Town Chorus,,,192,From W,True,,2010-04-23 22:57:13,2007-04-26 14:07:18,,,5,Modern Folk - Alternative Folk,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/SXSW%202007%20Showcasing%20Artists/Modern%20Love.mp3,Modern Love,89E9777B8AFF1FBD,,,,44100,6400128,,,Last Town Chorus,,266579,,27928,,File,,2007
544,In The Throes Of The Microscope,,Priya Thomas,,,192,From CD,,,2010-04-23 23:07:14,2006-09-30 22:51:14,,,5,Modern Folk - Alternative Folk,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Priya%20Thomas/In%20The%20Throes%20Of%20The%20Microscope/Stillborn.mp3,Stillborn,8B658718C00D0E6F,,,,44100,6178806,,,,,257358,12,51343,3,File,,1996
546,The Goods,,Aaron Riches & Michele Thorson,,,128,From tape,True,,2010-04-23 22:57:26,2006-09-30 22:15:46,,,5,Modern Folk - Alternative Folk,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/The%20Goods/Tear%20in%20my%20Beer.mp3,Tear in my Beer,DDBFA6A3B9F14EC9,,,,44100,3352670,Goods,,,,209528,15,28378,5,File,,
548,Tracy Chapman Collection,,Tracy Chapman,,,192,From CD,,Tracy Chapman,2010-04-23 23:14:57,2006-09-30 22:58:18,,,5,Modern Folk - Singer / Songwriter,,MPEG audio file,2,file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Tracy%20Chapman/Tracy%20Chapman%20Collection/Subcity.mp3,Subcity,EA1EF8FDE3146F7B,,,,44100,7504177,,,,,312581,16,64987,2,File,,2001
